epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2618.8,1.18753,1.4877,1.4577,0.93824,0.95103,0.97649,0.66679,1.00157,1.20221,1.49109,0.000665158,0.000665158,0.000665158
